Ap1,Ap3,Ap4,Ap5,Ap6,Ap8,Ap11,Ap12,Ap13,Ap14,Ap16,Ap19,Ap22,Ap23,Ap24,Ap27,Ap29,Ap34,Ap35,Ap38,Ap39,Ap41,Ap43,Ap45,Ap48,Ap49,Ap50,Ap56,Ap60,Ap66,Ap70,Ap74,Ap76,Ap78,Ap79,Ap85,Ap87,Ap93,Ap102,Ap104,Ap110,Ap112,Ap114,Ap117,Ap120,Ap122,Ap129,Ap131,Ap132,zona
-84.0,-79.0,-82.0,-65.0,-76.0,-71.0,-71.0,-100.0,-84.0,-65.0,-80.0,-72.0,-91.0,-90.0,-72.0,-100.0,-100.0,-75.0,-82.0,-100.0,-100.0,-82.0,-100.0,-75.0,-80.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-86.0,-100.0,-73.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,17.0
-84.0,-79.0,-82.0,-65.0,-76.0,-71.0,-71.0,-100.0,-84.0,-65.0,-80.0,-72.0,-91.0,-90.0,-72.0,-100.0,-100.0,-75.0,-82.0,-100.0,-100.0,-82.0,-100.0,-75.0,-80.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-86.0,-100.0,-73.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,17.0
-84.0,-79.0,-82.0,-65.0,-76.0,-71.0,-71.0,-100.0,-84.0,-65.0,-80.0,-72.0,-91.0,-90.0,-72.0,-100.0,-100.0,-75.0,-82.0,-100.0,-100.0,-82.0,-100.0,-75.0,-80.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-86.0,-100.0,-73.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,17.0
-100.0,-58.0,-72.0,-84.0,-100.0,-80.0,-48.0,-79.0,-100.0,-71.0,-83.0,-86.0,-76.0,-79.0,-85.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,18.0
-100.0,-59.0,-73.0,-84.0,-100.0,-80.0,-49.0,-81.0,-100.0,-71.0,-83.0,-84.0,-78.0,-79.0,-84.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-90.0,-80.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,18.0
-100.0,-55.0,-72.0,-84.0,-100.0,-80.0,-46.0,-82.0,-100.0,-72.0,-85.0,-85.0,-77.0,-82.0,-86.0,-100.0,-87.0,-100.0,-100.0,-80.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,18.0
-100.0,-56.0,-74.0,-86.0,-100.0,-100.0,-49.0,-82.0,-100.0,-72.0,-85.0,-84.0,-77.0,-82.0,-84.0,-100.0,-87.0,-100.0,-100.0,-80.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,18.0
-100.0,-56.0,-74.0,-86.0,-100.0,-100.0,-49.0,-82.0,-100.0,-72.0,-85.0,-84.0,-77.0,-82.0,-84.0,-100.0,-87.0,-100.0,-100.0,-80.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,18.0
-100.0,-56.0,-74.0,-86.0,-100.0,-100.0,-49.0,-82.0,-100.0,-72.0,-85.0,-84.0,-77.0,-82.0,-84.0,-100.0,-87.0,-100.0,-100.0,-80.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,18.0
-100.0,-54.0,-75.0,-86.0,-100.0,-80.0,-49.0,-79.0,-100.0,-72.0,-85.0,-85.0,-81.0,-79.0,-86.0,-100.0,-87.0,-100.0,-100.0,-80.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,18.0
-100.0,-54.0,-75.0,-86.0,-100.0,-80.0,-49.0,-79.0,-100.0,-72.0,-85.0,-85.0,-81.0,-79.0,-86.0,-100.0,-87.0,-100.0,-100.0,-80.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,18.0
-100.0,-54.0,-75.0,-86.0,-100.0,-80.0,-49.0,-79.0,-100.0,-72.0,-85.0,-85.0,-81.0,-79.0,-86.0,-100.0,-87.0,-100.0,-100.0,-80.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,18.0
-100.0,-54.0,-75.0,-86.0,-100.0,-80.0,-49.0,-79.0,-100.0,-72.0,-85.0,-85.0,-81.0,-79.0,-86.0,-100.0,-87.0,-100.0,-100.0,-80.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,18.0
-100.0,-54.0,-75.0,-86.0,-100.0,-80.0,-49.0,-79.0,-100.0,-72.0,-85.0,-85.0,-81.0,-79.0,-86.0,-100.0,-87.0,-100.0,-100.0,-80.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,18.0
-100.0,-56.0,-70.0,-100.0,-100.0,-100.0,-48.0,-84.0,-100.0,-72.0,-83.0,-86.0,-85.0,-85.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,19.0
-90.0,-60.0,-66.0,-79.0,-100.0,-100.0,-52.0,-80.0,-100.0,-76.0,-82.0,-87.0,-79.0,-81.0,-86.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,19.0
-90.0,-66.0,-69.0,-80.0,-100.0,-100.0,-52.0,-84.0,-100.0,-72.0,-82.0,-86.0,-79.0,-84.0,-86.0,-100.0,-100.0,-100.0,-88.0,-81.0,-100.0,-100.0,-100.0,-86.0,-100.0,-90.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,19.0
-90.0,-57.0,-69.0,-80.0,-100.0,-82.0,-49.0,-82.0,-100.0,-75.0,-83.0,-86.0,-79.0,-83.0,-86.0,-100.0,-100.0,-100.0,-88.0,-81.0,-100.0,-100.0,-100.0,-86.0,-100.0,-90.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,19.0
-90.0,-57.0,-69.0,-80.0,-100.0,-82.0,-49.0,-82.0,-100.0,-75.0,-83.0,-86.0,-79.0,-83.0,-86.0,-100.0,-100.0,-100.0,-88.0,-81.0,-100.0,-100.0,-100.0,-86.0,-100.0,-90.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,19.0
-100.0,-61.0,-73.0,-100.0,-100.0,-74.0,-53.0,-84.0,-100.0,-75.0,-82.0,-100.0,-79.0,-87.0,-90.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,19.0
-100.0,-61.0,-69.0,-100.0,-83.0,-74.0,-51.0,-85.0,-100.0,-74.0,-81.0,-100.0,-81.0,-82.0,-90.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,19.0
-91.0,-61.0,-67.0,-100.0,-84.0,-74.0,-51.0,-85.0,-100.0,-74.0,-84.0,-83.0,-78.0,-82.0,-83.0,-100.0,-100.0,-100.0,-89.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,19.0
-91.0,-57.0,-67.0,-82.0,-81.0,-72.0,-54.0,-85.0,-100.0,-75.0,-84.0,-79.0,-78.0,-84.0,-79.0,-100.0,-100.0,-81.0,-89.0,-76.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,19.0
-91.0,-57.0,-67.0,-82.0,-81.0,-72.0,-54.0,-85.0,-100.0,-75.0,-84.0,-79.0,-78.0,-84.0,-79.0,-100.0,-100.0,-81.0,-89.0,-76.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,19.0
-100.0,-70.0,-78.0,-100.0,-81.0,-77.0,-54.0,-90.0,-100.0,-80.0,-100.0,-79.0,-81.0,-90.0,-79.0,-85.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,20.0
-100.0,-66.0,-70.0,-100.0,-84.0,-76.0,-58.0,-83.0,-100.0,-80.0,-88.0,-79.0,-81.0,-90.0,-79.0,-84.0,-89.0,-83.0,-100.0,-100.0,-83.0,-90.0,-81.0,-90.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,20.0
-100.0,-64.0,-68.0,-100.0,-84.0,-77.0,-60.0,-90.0,-100.0,-80.0,-86.0,-79.0,-81.0,-86.0,-79.0,-84.0,-89.0,-83.0,-91.0,-88.0,-83.0,-90.0,-81.0,-90.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,20.0
-100.0,-61.0,-68.0,-83.0,-82.0,-77.0,-60.0,-90.0,-100.0,-80.0,-88.0,-78.0,-85.0,-86.0,-79.0,-82.0,-89.0,-100.0,-91.0,-88.0,-79.0,-90.0,-81.0,-90.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,20.0
-100.0,-61.0,-68.0,-83.0,-82.0,-77.0,-60.0,-90.0,-100.0,-80.0,-88.0,-78.0,-85.0,-86.0,-79.0,-82.0,-89.0,-100.0,-91.0,-88.0,-79.0,-90.0,-81.0,-90.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,20.0
-100.0,-61.0,-68.0,-83.0,-82.0,-77.0,-60.0,-90.0,-100.0,-80.0,-88.0,-78.0,-85.0,-86.0,-79.0,-82.0,-89.0,-100.0,-91.0,-88.0,-79.0,-90.0,-81.0,-90.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,20.0
-100.0,-64.0,-64.0,-83.0,-82.0,-77.0,-55.0,-90.0,-100.0,-80.0,-84.0,-80.0,-82.0,-86.0,-80.0,-82.0,-89.0,-85.0,-91.0,-88.0,-79.0,-90.0,-76.0,-90.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,20.0
-100.0,-64.0,-64.0,-83.0,-82.0,-77.0,-55.0,-90.0,-100.0,-80.0,-84.0,-80.0,-82.0,-86.0,-80.0,-82.0,-89.0,-85.0,-91.0,-88.0,-79.0,-90.0,-76.0,-90.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,20.0
-100.0,-64.0,-64.0,-83.0,-82.0,-77.0,-55.0,-90.0,-100.0,-80.0,-84.0,-80.0,-82.0,-86.0,-80.0,-82.0,-89.0,-85.0,-91.0,-88.0,-79.0,-90.0,-76.0,-90.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,20.0
-100.0,-64.0,-64.0,-83.0,-82.0,-77.0,-55.0,-90.0,-100.0,-80.0,-84.0,-80.0,-82.0,-86.0,-80.0,-82.0,-89.0,-85.0,-91.0,-88.0,-79.0,-90.0,-76.0,-90.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,20.0
-100.0,-64.0,-64.0,-83.0,-82.0,-77.0,-55.0,-90.0,-100.0,-80.0,-84.0,-80.0,-82.0,-86.0,-80.0,-82.0,-89.0,-85.0,-91.0,-88.0,-79.0,-90.0,-76.0,-90.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,21.0
-100.0,-64.0,-64.0,-83.0,-82.0,-77.0,-55.0,-90.0,-100.0,-80.0,-84.0,-80.0,-82.0,-86.0,-80.0,-82.0,-89.0,-85.0,-91.0,-88.0,-79.0,-90.0,-76.0,-90.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,21.0
-100.0,-73.0,-76.0,-75.0,-68.0,-100.0,-69.0,-100.0,-100.0,-63.0,-84.0,-75.0,-79.0,-100.0,-75.0,-100.0,-100.0,-69.0,-86.0,-100.0,-100.0,-91.0,-100.0,-87.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,21.0
-100.0,-76.0,-67.0,-75.0,-81.0,-78.0,-71.0,-83.0,-100.0,-63.0,-82.0,-79.0,-79.0,-84.0,-79.0,-100.0,-100.0,-80.0,-86.0,-100.0,-100.0,-91.0,-100.0,-87.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,21.0
-100.0,-76.0,-64.0,-79.0,-82.0,-76.0,-66.0,-83.0,-100.0,-64.0,-78.0,-76.0,-79.0,-83.0,-75.0,-100.0,-100.0,-82.0,-90.0,-86.0,-100.0,-91.0,-100.0,-87.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,21.0
-100.0,-76.0,-68.0,-74.0,-77.0,-73.0,-67.0,-83.0,-100.0,-64.0,-77.0,-75.0,-81.0,-83.0,-75.0,-100.0,-100.0,-79.0,-90.0,-86.0,-100.0,-88.0,-100.0,-87.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,21.0
-100.0,-76.0,-68.0,-74.0,-77.0,-73.0,-67.0,-83.0,-100.0,-64.0,-77.0,-75.0,-81.0,-83.0,-75.0,-100.0,-100.0,-79.0,-90.0,-86.0,-100.0,-88.0,-100.0,-87.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,21.0
-100.0,-76.0,-68.0,-74.0,-77.0,-73.0,-67.0,-83.0,-100.0,-64.0,-77.0,-75.0,-81.0,-83.0,-75.0,-100.0,-100.0,-79.0,-90.0,-86.0,-100.0,-88.0,-100.0,-87.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,22.0
-100.0,-76.0,-68.0,-74.0,-77.0,-73.0,-67.0,-83.0,-100.0,-64.0,-77.0,-75.0,-81.0,-83.0,-75.0,-100.0,-100.0,-79.0,-90.0,-86.0,-100.0,-88.0,-100.0,-87.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,22.0
-100.0,-76.0,-68.0,-74.0,-77.0,-73.0,-67.0,-83.0,-100.0,-64.0,-77.0,-75.0,-81.0,-83.0,-75.0,-100.0,-100.0,-79.0,-90.0,-86.0,-100.0,-88.0,-100.0,-87.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,22.0
-100.0,-76.0,-68.0,-74.0,-77.0,-73.0,-67.0,-83.0,-100.0,-64.0,-77.0,-75.0,-81.0,-83.0,-75.0,-100.0,-100.0,-79.0,-90.0,-86.0,-100.0,-88.0,-100.0,-87.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,22.0
-100.0,-76.0,-68.0,-74.0,-77.0,-73.0,-67.0,-83.0,-100.0,-64.0,-77.0,-75.0,-81.0,-83.0,-75.0,-100.0,-100.0,-79.0,-90.0,-86.0,-100.0,-88.0,-100.0,-87.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,22.0
-100.0,-64.0,-82.0,-79.0,-90.0,-83.0,-61.0,-78.0,-100.0,-78.0,-82.0,-78.0,-88.0,-79.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,22.0
-100.0,-63.0,-80.0,-81.0,-81.0,-78.0,-61.0,-78.0,-100.0,-71.0,-80.0,-79.0,-88.0,-79.0,-80.0,-100.0,-100.0,-79.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,22.0
-100.0,-62.0,-76.0,-81.0,-81.0,-78.0,-61.0,-80.0,-100.0,-67.0,-79.0,-80.0,-84.0,-79.0,-81.0,-100.0,-100.0,-79.0,-89.0,-100.0,-100.0,-87.0,-100.0,-91.0,-86.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,22.0
-91.0,-57.0,-80.0,-81.0,-81.0,-78.0,-57.0,-84.0,-100.0,-78.0,-79.0,-80.0,-84.0,-79.0,-81.0,-100.0,-100.0,-79.0,-89.0,-100.0,-100.0,-87.0,-100.0,-91.0,-86.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,23.0
-91.0,-57.0,-80.0,-81.0,-81.0,-78.0,-57.0,-84.0,-100.0,-78.0,-79.0,-80.0,-84.0,-79.0,-81.0,-100.0,-100.0,-79.0,-89.0,-100.0,-100.0,-87.0,-100.0,-91.0,-86.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,23.0
-91.0,-57.0,-80.0,-81.0,-81.0,-78.0,-57.0,-84.0,-100.0,-78.0,-79.0,-80.0,-84.0,-79.0,-81.0,-100.0,-100.0,-79.0,-89.0,-100.0,-100.0,-87.0,-100.0,-91.0,-86.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,23.0
-100.0,-61.0,-77.0,-84.0,-85.0,-72.0,-61.0,-82.0,-100.0,-65.0,-81.0,-84.0,-90.0,-83.0,-84.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,23.0
-100.0,-65.0,-70.0,-84.0,-85.0,-70.0,-63.0,-80.0,-100.0,-66.0,-81.0,-84.0,-86.0,-82.0,-84.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,23.0
-100.0,-73.0,-67.0,-84.0,-85.0,-70.0,-65.0,-84.0,-100.0,-69.0,-81.0,-81.0,-86.0,-84.0,-80.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,23.0
